gender,race/ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,total_score,avg_score,risk_level,performance_band,recommendation,overall_rank,gender_rank,math_rank,performance_cluster
female,group E,some college,standard,none,100,92,97,289,96.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,17,14,1,High Achiever
female,group C,associate's degree,free/reduced,none,65,77,74,216,72.0,Low Risk,Good,Stable performance,395,235,518,Average Student
male,group C,some college,free/reduced,none,65,58,49,172,57.333333333333336,Moderate Risk,Average,Needs improvement with guidance,764,346,518,Needs Improvement
female,group C,associate's degree,free/reduced,none,53,61,62,176,58.666666666666664,Moderate Risk,Average,Needs improvement with guidance,736,406,798,Needs Improvement
male,group C,bachelor's degree,free/reduced,none,37,56,47,140,46.666666666666664,High Risk,Poor,Needs immediate academic support,930,443,968,Needs Improvement
female,group D,bachelor's degree,standard,none,79,89,89,257,85.66666666666667,Top Performer,Excellent,Excellent student - can mentor others,103,69,194,High Achiever
male,group D,associate's degree,free/reduced,none,53,54,48,155,51.666666666666664,Moderate Risk,Average,Needs improvement with guidance,860,398,798,Needs Improvement
female,group E,bachelor's degree,standard,none,100,100,100,300,100.0,Top Performer,Excellent,Excellent student - can mentor others,1,1,1,High Achiever
male,group B,high school,standard,completed,72,65,68,205,68.33333333333333,Low Risk,Average,Stable performance,499,211,348,Average Student
male,group C,bachelor's degree,free/reduced,none,53,58,55,166,55.333333333333336,Moderate Risk,Average,Needs improvement with guidance,803,368,798,Needs Improvement
male,group B,some college,free/reduced,none,54,54,45,153,51.0,Moderate Risk,Average,Needs improvement with guidance,876,407,780,Needs Improvement
female,group E,some college,standard,none,71,70,76,217,72.33333333333333,Low Risk,Good,Stable performance,389,230,366,Average Student
female,group C,some college,free/reduced,none,77,90,91,258,86.0,Top Performer,Excellent,Excellent student - can mentor others,99,67,230,High Achiever
male,group A,bachelor's degree,standard,completed,75,58,62,195,65.0,Low Risk,Average,Stable performance,593,258,275,Average Student
female,group C,some college,standard,none,84,87,91,262,87.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,78,55,118,High Achiever
female,group D,associate's degree,free/reduced,none,26,31,38,95,31.666666666666668,High Risk,Poor,Needs immediate academic support,987,510,993,Needs Improvement
male,group A,high school,free/reduced,completed,72,67,65,204,68.0,Low Risk,Average,Stable performance,512,220,348,Average Student
female,group A,high school,free/reduced,completed,77,88,85,250,83.33333333333333,Top Performer,Good,Excellent student - can mentor others,135,89,230,High Achiever
male,group C,some college,standard,none,91,74,76,241,80.33333333333333,Top Performer,Good,Excellent student - can mentor others,187,73,42,High Achiever
female,group C,associate's degree,standard,completed,83,85,90,258,86.0,Top Performer,Excellent,Excellent student - can mentor others,99,67,129,High Achiever
female,group C,high school,standard,none,63,69,74,206,68.66666666666667,Low Risk,Average,Stable performance,487,283,574,Average Student
female,group C,associate's degree,standard,completed,68,86,84,238,79.33333333333333,Low Risk,Good,Stable performance,207,123,442,Average Student
female,group D,some high school,standard,none,59,67,61,187,62.333333333333336,Moderate Risk,Average,Needs improvement with guidance,657,369,678,Average Student
female,group B,associate's degree,standard,completed,90,90,91,271,90.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,48,34,51,High Achiever
female,group D,bachelor's degree,standard,completed,71,76,83,230,76.66666666666667,Low Risk,Good,Stable performance,277,162,366,Average Student
male,group E,bachelor's degree,standard,completed,76,62,66,204,68.0,Low Risk,Average,Stable performance,512,220,254,Average Student
male,group D,associate's degree,standard,none,80,68,72,220,73.33333333333333,Low Risk,Good,Stable performance,356,145,177,Average Student
female,group D,master's degree,standard,none,55,64,70,189,63.0,Moderate Risk,Average,Needs improvement with guidance,646,364,762,Average Student
male,group E,associate's degree,standard,none,76,71,67,214,71.33333333333333,Low Risk,Good,Stable performance,412,169,254,Average Student
male,group B,high school,standard,completed,73,71,68,212,70.66666666666667,Low Risk,Good,Stable performance,435,180,321,Average Student
female,group D,associate's degree,free/reduced,none,52,59,56,167,55.666666666666664,Moderate Risk,Average,Needs improvement with guidance,796,433,822,Needs Improvement
male,group C,some college,free/reduced,none,68,68,61,197,65.66666666666667,Low Risk,Average,Stable performance,576,249,442,Average Student
male,group A,high school,standard,none,59,52,46,157,52.333333333333336,Moderate Risk,Average,Needs improvement with guidance,850,391,678,Needs Improvement
female,group B,associate's degree,standard,none,49,52,54,155,51.666666666666664,Moderate Risk,Average,Needs improvement with guidance,860,463,866,Needs Improvement
male,group C,high school,standard,none,70,74,71,215,71.66666666666667,Low Risk,Good,Stable performance,404,164,392,Average Student
male,group D,some college,free/reduced,none,61,47,56,164,54.666666666666664,Moderate Risk,Average,Needs improvement with guidance,810,372,635,Needs Improvement
female,group C,associate's degree,free/reduced,none,60,75,74,209,69.66666666666667,Low Risk,Average,Stable performance,460,269,662,Average Student
male,group B,some high school,standard,completed,64,53,57,174,58.0,Moderate Risk,Average,Needs improvement with guidance,754,340,554,Needs Improvement
male,group A,associate's degree,free/reduced,completed,79,82,82,243,81.0,Top Performer,Good,Excellent student - can mentor others,178,69,194,High Achiever
female,group A,associate's degree,free/reduced,none,65,85,76,226,75.33333333333333,Low Risk,Good,Stable performance,307,181,518,Average Student
female,group C,associate's degree,standard,none,64,64,70,198,66.0,Low Risk,Average,Stable performance,562,320,554,Average Student
female,group C,some college,standard,none,83,83,90,256,85.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,109,73,129,High Achiever
female,group C,bachelor's degree,standard,none,81,88,90,259,86.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,93,64,155,High Achiever
female,group B,high school,standard,none,54,64,68,186,62.0,Moderate Risk,Average,Needs improvement with guidance,665,374,780,Average Student
male,group D,high school,standard,completed,68,64,66,198,66.0,Low Risk,Average,Stable performance,562,243,442,Average Student
female,group C,some college,standard,none,54,48,52,154,51.333333333333336,Moderate Risk,Average,Needs improvement with guidance,870,468,780,Needs Improvement
female,group D,some college,free/reduced,completed,59,78,76,213,71.0,Low Risk,Good,Stable performance,424,250,678,Average Student
female,group B,some high school,standard,none,66,69,68,203,67.66666666666667,Low Risk,Average,Stable performance,527,301,494,Average Student
male,group E,some college,standard,none,76,71,72,219,73.0,Low Risk,Good,Stable performance,367,152,254,Average Student
female,group D,master's degree,standard,none,74,79,82,235,78.33333333333333,Low Risk,Good,Stable performance,231,136,296,Average Student
female,group B,associate's degree,standard,completed,94,87,92,273,91.0,Top Performer,Excellent,Excellent student - can mentor others,46,33,25,High Achiever
male,group C,some college,free/reduced,none,63,61,54,178,59.333333333333336,Moderate Risk,Average,Needs improvement with guidance,721,322,574,Needs Improvement
female,group E,associate's degree,standard,completed,95,89,92,276,92.0,Top Performer,Excellent,Excellent student - can mentor others,35,26,23,High Achiever
female,group D,master's degree,free/reduced,none,40,59,54,153,51.0,Moderate Risk,Average,Needs improvement with guidance,876,470,951,Needs Improvement
female,group B,some high school,standard,none,82,82,80,244,81.33333333333333,Top Performer,Good,Excellent student - can mentor others,173,109,137,High Achiever
male,group A,high school,standard,none,68,70,66,204,68.0,Low Risk,Average,Stable performance,512,220,442,Average Student
male,group B,bachelor's degree,free/reduced,none,55,59,54,168,56.0,Moderate Risk,Average,Needs improvement with guidance,786,359,762,Needs Improvement
male,group C,master's degree,standard,none,79,78,77,234,78.0,Low Risk,Good,Stable performance,240,98,194,Average Student
female,group C,bachelor's degree,standard,none,86,92,87,265,88.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,69,49,96,High Achiever
male,group D,some college,standard,none,76,71,73,220,73.33333333333333,Low Risk,Good,Stable performance,356,145,254,Average Student
male,group A,some high school,standard,none,64,50,43,157,52.333333333333336,Moderate Risk,Average,Needs improvement with guidance,850,391,554,Needs Improvement
male,group D,some high school,free/reduced,none,62,49,52,163,54.333333333333336,Moderate Risk,Average,Needs improvement with guidance,819,379,600,Needs Improvement
female,group B,some high school,standard,completed,54,61,62,177,59.0,Moderate Risk,Average,Needs improvement with guidance,727,403,780,Needs Improvement
female,group B,master's degree,free/reduced,completed,77,97,94,268,89.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,55,41,230,High Achiever
female,group C,some high school,standard,completed,76,87,85,248,82.66666666666667,Top Performer,Good,Excellent student - can mentor others,149,97,254,High Achiever
female,group D,some college,standard,none,74,89,84,247,82.33333333333333,Top Performer,Good,Excellent student - can mentor others,155,101,296,High Achiever
female,group E,some college,standard,completed,66,74,73,213,71.0,Low Risk,Good,Stable performance,424,250,494,Average Student
female,group D,some high school,standard,completed,66,78,78,222,74.0,Low Risk,Good,Stable performance,345,205,494,Average Student
female,group B,high school,free/reduced,completed,67,78,79,224,74.66666666666667,Low Risk,Good,Stable performance,325,191,468,Average Student
male,group D,some college,standard,none,71,49,52,172,57.333333333333336,Moderate Risk,Average,Needs improvement with guidance,764,346,366,Needs Improvement
female,group C,associate's degree,standard,none,91,86,84,261,87.0,Top Performer,Excellent,Excellent student - can mentor others,83,58,42,High Achiever
male,group D,bachelor's degree,standard,none,69,58,57,184,61.333333333333336,Moderate Risk,Average,Needs improvement with guidance,678,298,410,Average Student
male,group C,master's degree,free/reduced,none,54,59,50,163,54.333333333333336,Moderate Risk,Average,Needs improvement with guidance,819,379,780,Needs Improvement
male,group C,high school,standard,completed,53,52,49,154,51.333333333333336,Moderate Risk,Average,Needs improvement with guidance,870,403,798,Needs Improvement
male,group E,some college,standard,none,68,60,59,187,62.333333333333336,Moderate Risk,Average,Needs improvement with guidance,657,289,442,Average Student
male,group C,some high school,free/reduced,completed,56,61,60,177,59.0,Moderate Risk,Average,Needs improvement with guidance,727,325,753,Needs Improvement
female,group C,high school,free/reduced,none,36,53,43,132,44.0,High Risk,Poor,Needs immediate academic support,952,493,972,Needs Improvement
female,group D,bachelor's degree,free/reduced,none,29,41,47,117,39.0,High Risk,Poor,Needs immediate academic support,975,503,987,Needs Improvement
female,group C,associate's degree,standard,none,62,74,70,206,68.66666666666667,Low Risk,Average,Stable performance,487,283,600,Average Student
female,group C,associate's degree,standard,completed,68,67,73,208,69.33333333333333,Low Risk,Average,Stable performance,465,271,442,Average Student
female,group C,some high school,standard,none,47,54,53,154,51.333333333333336,Moderate Risk,Average,Needs improvement with guidance,870,468,894,Needs Improvement
male,group E,associate's degree,standard,completed,62,61,58,181,60.333333333333336,Moderate Risk,Average,Needs improvement with guidance,700,311,600,Average Student
female,group E,associate's degree,standard,completed,79,88,94,261,87.0,Top Performer,Excellent,Excellent student - can mentor others,83,58,194,High Achiever
male,group B,high school,standard,completed,73,69,68,210,70.0,Low Risk,Good,Stable performance,448,185,321,Average Student
female,group C,bachelor's degree,free/reduced,completed,66,83,83,232,77.33333333333333,Low Risk,Good,Stable performance,255,150,494,Average Student
male,group C,associate's degree,standard,completed,51,60,58,169,56.333333333333336,Moderate Risk,Average,Needs improvement with guidance,780,357,840,Needs Improvement
female,group D,high school,standard,none,51,66,62,179,59.666666666666664,Moderate Risk,Average,Needs improvement with guidance,716,395,840,Needs Improvement
male,group E,bachelor's degree,standard,completed,85,66,71,222,74.0,Low Risk,Good,Stable performance,345,141,104,Average Student
male,group A,associate's degree,standard,completed,97,92,86,275,91.66666666666667,Top Performer,Excellent,Excellent student - can mentor others,37,10,14,High Achiever
male,group C,high school,standard,completed,75,69,68,212,70.66666666666667,Low Risk,Good,Stable performance,435,180,275,Average Student
male,group D,associate's degree,free/reduced,completed,79,82,80,241,80.33333333333333,Top Performer,Good,Excellent student - can mentor others,187,73,194,High Achiever
female,group C,associate's degree,standard,none,81,77,79,237,79.0,Low Risk,Good,Stable performance,215,127,155,Average Student
female,group D,associate's degree,standard,none,82,95,89,266,88.66666666666667,Top Performer,Excellent,Excellent student - can mentor others,64,46,137,High Achiever
female,group D,master's degree,standard,none,64,63,66,193,64.33333333333333,Moderate Risk,Average,Needs improvement with guidance,613,348,554,Average Student
male,group E,some high school,free/reduced,completed,78,83,80,241,80.33333333333333,Top Performer,Good,Excellent student - can mentor others,187,73,216,High Achiever
female,group A,some high school,standard,completed,92,100,97,289,96.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,17,14,36,High Achiever
male,group C,high school,standard,completed,72,67,64,203,67.66666666666667,Low Risk,Average,Stable performance,527,227,348,Average Student
female,group C,high school,free/reduced,none,62,67,64,193,64.33333333333333,Moderate Risk,Average,Needs improvement with guidance,613,348,600,Average Student
male,group C,master's degree,standard,none,79,72,69,220,73.33333333333333,Low Risk,Good,Stable performance,356,145,194,Average Student
male,group C,some high school,free/reduced,none,79,76,65,220,73.33333333333333,Low Risk,Good,Stable performance,356,145,194,Average Student
male,group B,bachelor's degree,free/reduced,completed,87,90,88,265,88.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,69,21,80,High Achiever
female,group B,associate's degree,standard,none,40,48,50,138,46.0,High Risk,Poor,Needs immediate academic support,939,489,951,Needs Improvement
male,group D,some college,free/reduced,none,77,62,64,203,67.66666666666667,Low Risk,Average,Stable performance,527,227,230,Average Student
male,group E,associate's degree,standard,none,53,45,40,138,46.0,High Risk,Poor,Needs immediate academic support,939,451,798,Needs Improvement
female,group C,some college,free/reduced,none,32,39,33,104,34.666666666666664,High Risk,Poor,Needs immediate academic support,983,507,982,Needs Improvement
female,group C,associate's degree,standard,completed,55,72,79,206,68.66666666666667,Low Risk,Average,Stable performance,487,283,762,Average Student
male,group C,master's degree,free/reduced,none,61,67,66,194,64.66666666666667,Moderate Risk,Average,Needs improvement with guidance,602,262,635,Average Student
female,group B,associate's degree,free/reduced,none,53,70,70,193,64.33333333333333,Moderate Risk,Average,Needs improvement with guidance,613,348,798,Average Student
male,group D,some high school,standard,none,73,66,62,201,67.0,Low Risk,Average,Stable performance,540,234,321,Average Student
female,group D,some college,standard,completed,74,75,79,228,76.0,Low Risk,Good,Stable performance,288,167,296,Average Student
female,group C,some college,standard,none,63,74,74,211,70.33333333333333,Low Risk,Good,Stable performance,440,258,574,Average Student
male,group C,bachelor's degree,standard,completed,96,90,92,278,92.66666666666667,Top Performer,Excellent,Excellent student - can mentor others,31,8,20,High Achiever
female,group D,some college,free/reduced,completed,63,80,80,223,74.33333333333333,Low Risk,Good,Stable performance,333,196,574,Average Student
male,group B,bachelor's degree,free/reduced,none,48,51,46,145,48.333333333333336,High Risk,Poor,Needs immediate academic support,915,430,883,Needs Improvement
male,group B,associate's degree,standard,none,48,43,45,136,45.333333333333336,High Risk,Poor,Needs immediate academic support,943,453,883,Needs Improvement
female,group E,bachelor's degree,free/reduced,completed,92,100,100,292,97.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,12,9,36,High Achiever
female,group D,master's degree,free/reduced,completed,61,71,78,210,70.0,Low Risk,Good,Stable performance,448,264,635,Average Student
male,group B,high school,free/reduced,none,63,48,47,158,52.666666666666664,Moderate Risk,Average,Needs improvement with guidance,843,389,574,Needs Improvement
male,group D,bachelor's degree,free/reduced,none,68,68,67,203,67.66666666666667,Low Risk,Average,Stable performance,527,227,442,Average Student
male,group B,some college,standard,completed,71,75,70,216,72.0,Low Risk,Good,Stable performance,395,161,366,Average Student
male,group A,bachelor's degree,standard,none,91,96,92,279,93.0,Top Performer,Excellent,Excellent student - can mentor others,30,7,42,High Achiever
female,group C,some college,standard,none,53,62,56,171,57.0,Moderate Risk,Average,Needs improvement with guidance,772,421,798,Needs Improvement
female,group C,high school,free/reduced,completed,50,66,64,180,60.0,Moderate Risk,Average,Needs improvement with guidance,708,391,851,Average Student
female,group E,high school,standard,none,74,81,71,226,75.33333333333333,Low Risk,Good,Stable performance,307,181,296,Average Student
male,group A,associate's degree,free/reduced,completed,40,55,53,148,49.333333333333336,High Risk,Poor,Needs immediate academic support,901,421,951,Needs Improvement
male,group A,some college,standard,completed,61,51,52,164,54.666666666666664,Moderate Risk,Average,Needs improvement with guidance,810,372,635,Needs Improvement
female,group B,high school,standard,none,81,91,89,261,87.0,Top Performer,Excellent,Excellent student - can mentor others,83,58,155,High Achiever
female,group B,some college,free/reduced,completed,48,56,58,162,54.0,Moderate Risk,Average,Needs improvement with guidance,824,444,883,Needs Improvement
female,group D,master's degree,standard,none,53,61,68,182,60.666666666666664,Moderate Risk,Average,Needs improvement with guidance,693,387,798,Average Student
female,group D,some high school,standard,none,81,97,96,274,91.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,43,31,155,High Achiever
female,group E,some high school,standard,none,77,79,80,236,78.66666666666667,Low Risk,Good,Stable performance,222,130,230,Average Student
female,group D,bachelor's degree,free/reduced,none,63,73,78,214,71.33333333333333,Low Risk,Good,Stable performance,412,244,574,Average Student
female,group D,associate's degree,standard,completed,73,75,80,228,76.0,Low Risk,Good,Stable performance,288,167,321,Average Student
female,group D,some college,standard,none,69,77,77,223,74.33333333333333,Low Risk,Good,Stable performance,333,196,410,Average Student
female,group C,associate's degree,standard,none,65,76,76,217,72.33333333333333,Low Risk,Good,Stable performance,389,230,518,Average Student
female,group A,high school,standard,none,55,73,73,201,67.0,Low Risk,Average,Stable performance,540,307,762,Average Student
female,group C,bachelor's degree,free/reduced,none,44,63,62,169,56.333333333333336,Moderate Risk,Average,Needs improvement with guidance,780,424,925,Needs Improvement
female,group C,some college,standard,none,54,64,65,183,61.0,Moderate Risk,Average,Needs improvement with guidance,687,385,780,Average Student
female,group A,some high school,standard,none,48,66,65,179,59.666666666666664,Moderate Risk,Average,Needs improvement with guidance,716,395,883,Needs Improvement
male,group C,some college,free/reduced,none,58,57,54,169,56.333333333333336,Moderate Risk,Average,Needs improvement with guidance,780,357,710,Needs Improvement
male,group A,some high school,standard,none,71,62,50,183,61.0,Moderate Risk,Average,Needs improvement with guidance,687,303,366,Average Student
male,group E,bachelor's degree,standard,none,68,68,64,200,66.66666666666667,Low Risk,Average,Stable performance,549,239,442,Average Student
female,group E,high school,standard,none,74,76,73,223,74.33333333333333,Low Risk,Good,Stable performance,333,196,296,Average Student
female,group C,bachelor's degree,standard,completed,92,100,99,291,97.0,Top Performer,Excellent,Excellent student - can mentor others,14,11,36,High Achiever
female,group C,bachelor's degree,standard,completed,56,79,72,207,69.0,Low Risk,Average,Stable performance,475,276,753,Average Student
male,group B,high school,free/reduced,none,30,24,15,69,23.0,High Risk,Poor,Needs immediate academic support,998,482,985,Needs Improvement
male,group A,some high school,standard,none,53,54,48,155,51.666666666666664,Moderate Risk,Average,Needs improvement with guidance,860,398,798,Needs Improvement
female,group D,high school,standard,none,69,77,73,219,73.0,Low Risk,Good,Stable performance,367,216,410,Average Student
female,group D,some high school,standard,none,65,82,81,228,76.0,Low Risk,Good,Stable performance,288,167,518,Average Student
female,group D,master's degree,standard,none,54,60,63,177,59.0,Moderate Risk,Average,Needs improvement with guidance,727,403,780,Needs Improvement
female,group C,high school,standard,none,29,29,30,88,29.333333333333332,High Risk,Poor,Needs immediate academic support,994,515,987,Needs Improvement
female,group E,some college,standard,none,76,78,80,234,78.0,Low Risk,Good,Stable performance,240,143,254,Average Student
male,group D,high school,free/reduced,none,60,57,51,168,56.0,Moderate Risk,Average,Needs improvement with guidance,786,359,662,Needs Improvement
male,group D,master's degree,free/reduced,completed,84,89,90,263,87.66666666666667,Top Performer,Excellent,Excellent student - can mentor others,76,22,118,High Achiever
male,group C,some high school,standard,none,75,72,62,209,69.66666666666667,Low Risk,Average,Stable performance,460,192,275,Average Student
female,group C,associate's degree,standard,none,85,84,82,251,83.66666666666667,Top Performer,Good,Excellent student - can mentor others,131,87,104,High Achiever
female,group C,master's degree,free/reduced,none,40,58,54,152,50.666666666666664,Moderate Risk,Average,Needs improvement with guidance,881,472,951,Needs Improvement
female,group E,some college,standard,none,61,64,62,187,62.333333333333336,Moderate Risk,Average,Needs improvement with guidance,657,369,635,Average Student
female,group B,associate's degree,standard,none,58,63,65,186,62.0,Moderate Risk,Average,Needs improvement with guidance,665,374,710,Average Student
male,group D,some college,free/reduced,completed,69,60,63,192,64.0,Moderate Risk,Average,Needs improvement with guidance,623,272,410,Average Student
female,group C,some college,standard,none,58,59,66,183,61.0,Moderate Risk,Average,Needs improvement with guidance,687,385,710,Average Student
male,group C,bachelor's degree,standard,completed,94,90,91,275,91.66666666666667,Top Performer,Excellent,Excellent student - can mentor others,37,10,25,High Achiever
female,group C,associate's degree,standard,none,65,77,74,216,72.0,Low Risk,Good,Stable performance,395,235,518,Average Student
female,group A,associate's degree,standard,none,82,93,93,268,89.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,55,41,137,High Achiever
female,group C,high school,standard,none,60,68,72,200,66.66666666666667,Low Risk,Average,Stable performance,549,311,662,Average Student
female,group E,bachelor's degree,standard,none,37,45,38,120,40.0,High Risk,Poor,Needs immediate academic support,969,502,968,Needs Improvement
male,group D,bachelor's degree,standard,none,88,78,83,249,83.0,Top Performer,Good,Excellent student - can mentor others,140,49,65,High Achiever
male,group D,master's degree,standard,none,95,81,84,260,86.66666666666667,Top Performer,Excellent,Excellent student - can mentor others,89,28,23,High Achiever
male,group C,associate's degree,free/reduced,completed,65,73,68,206,68.66666666666667,Low Risk,Average,Stable performance,487,205,518,Average Student
female,group C,high school,free/reduced,none,35,61,54,150,50.0,Moderate Risk,Average,Needs improvement with guidance,892,475,974,Needs Improvement
male,group B,bachelor's degree,free/reduced,none,62,63,56,181,60.333333333333336,Moderate Risk,Average,Needs improvement with guidance,700,311,600,Average Student
male,group C,high school,free/reduced,completed,58,51,52,161,53.666666666666664,Moderate Risk,Average,Needs improvement with guidance,830,384,710,Needs Improvement
male,group A,some college,standard,completed,100,96,86,282,94.0,Top Performer,Excellent,Excellent student - can mentor others,23,4,1,High Achiever
female,group E,bachelor's degree,free/reduced,none,61,58,62,181,60.333333333333336,Moderate Risk,Average,Needs improvement with guidance,700,390,635,Average Student
male,group D,some college,standard,completed,100,97,99,296,98.66666666666667,Top Performer,Excellent,Excellent student - can mentor others,7,2,1,High Achiever
male,group B,associate's degree,free/reduced,completed,69,70,63,202,67.33333333333333,Low Risk,Average,Stable performance,534,231,410,Average Student
male,group D,associate's degree,standard,none,61,48,46,155,51.666666666666664,Moderate Risk,Average,Needs improvement with guidance,860,398,635,Needs Improvement
male,group D,some college,free/reduced,none,49,57,46,152,50.666666666666664,Moderate Risk,Average,Needs improvement with guidance,881,410,866,Needs Improvement
female,group C,some high school,standard,completed,44,51,55,150,50.0,Moderate Risk,Average,Needs improvement with guidance,892,475,925,Needs Improvement
male,group D,some college,standard,none,67,64,70,201,67.0,Low Risk,Average,Stable performance,540,234,468,Average Student
male,group B,high school,standard,none,79,60,65,204,68.0,Low Risk,Average,Stable performance,512,220,194,Average Student
female,group B,bachelor's degree,standard,completed,66,74,81,221,73.66666666666667,Low Risk,Good,Stable performance,351,209,494,Average Student
female,group C,high school,standard,none,75,88,85,248,82.66666666666667,Top Performer,Good,Excellent student - can mentor others,149,97,275,High Achiever
male,group D,some high school,standard,none,84,84,80,248,82.66666666666667,Top Performer,Good,Excellent student - can mentor others,149,53,118,High Achiever
male,group A,high school,standard,none,71,74,64,209,69.66666666666667,Low Risk,Average,Stable performance,460,192,366,Average Student
female,group B,high school,free/reduced,completed,67,80,81,228,76.0,Low Risk,Good,Stable performance,288,167,468,Average Student
female,group D,some high school,standard,completed,80,92,88,260,86.66666666666667,Top Performer,Excellent,Excellent student - can mentor others,89,62,177,High Achiever
male,group E,some college,standard,none,86,76,74,236,78.66666666666667,Low Risk,Good,Stable performance,222,93,96,Average Student
female,group D,associate's degree,standard,none,76,74,73,223,74.33333333333333,Low Risk,Good,Stable performance,333,196,254,Average Student
male,group D,high school,standard,none,41,52,51,144,48.0,High Risk,Poor,Needs immediate academic support,921,434,945,Needs Improvement
female,group D,associate's degree,free/reduced,completed,74,88,90,252,84.0,Top Performer,Good,Excellent student - can mentor others,123,82,296,High Achiever
female,group B,some high school,free/reduced,none,72,81,79,232,77.33333333333333,Low Risk,Good,Stable performance,255,150,348,Average Student
female,group E,high school,standard,completed,74,79,80,233,77.66666666666667,Low Risk,Good,Stable performance,250,146,296,Average Student
male,group B,high school,standard,none,70,65,60,195,65.0,Low Risk,Average,Stable performance,593,258,392,Average Student
female,group B,bachelor's degree,standard,completed,65,81,81,227,75.66666666666667,Low Risk,Good,Stable performance,297,173,518,Average Student
female,group D,associate's degree,standard,none,59,70,65,194,64.66666666666667,Moderate Risk,Average,Needs improvement with guidance,602,341,678,Average Student
female,group E,high school,free/reduced,none,64,62,68,194,64.66666666666667,Moderate Risk,Average,Needs improvement with guidance,602,341,554,Average Student
female,group B,high school,standard,none,50,53,55,158,52.666666666666664,Moderate Risk,Average,Needs improvement with guidance,843,455,851,Needs Improvement
female,group D,some college,standard,completed,69,79,81,229,76.33333333333333,Low Risk,Good,Stable performance,282,164,410,Average Student
male,group C,some high school,free/reduced,completed,51,56,53,160,53.333333333333336,Moderate Risk,Average,Needs improvement with guidance,837,387,840,Needs Improvement
female,group A,high school,standard,completed,68,80,76,224,74.66666666666667,Low Risk,Good,Stable performance,325,191,442,Average Student
female,group D,some college,standard,completed,85,86,98,269,89.66666666666667,Top Performer,Excellent,Excellent student - can mentor others,53,39,104,High Achiever
female,group A,associate's degree,standard,completed,65,70,74,209,69.66666666666667,Low Risk,Average,Stable performance,460,269,518,Average Student
female,group B,some high school,standard,none,73,79,79,231,77.0,Low Risk,Good,Stable performance,269,157,321,Average Student
female,group B,some college,standard,none,62,67,67,196,65.33333333333333,Low Risk,Average,Stable performance,584,332,600,Average Student
male,group C,associate's degree,free/reduced,none,77,67,64,208,69.33333333333333,Low Risk,Average,Stable performance,465,195,230,Average Student
male,group D,some high school,standard,none,69,66,61,196,65.33333333333333,Low Risk,Average,Stable performance,584,253,410,Average Student
female,group D,associate's degree,free/reduced,none,43,60,58,161,53.666666666666664,Moderate Risk,Average,Needs improvement with guidance,830,447,934,Needs Improvement
male,group D,associate's degree,standard,none,90,87,85,262,87.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,78,24,51,High Achiever
male,group C,some college,free/reduced,none,74,77,73,224,74.66666666666667,Low Risk,Good,Stable performance,325,135,296,Average Student
male,group C,some high school,standard,none,73,66,63,202,67.33333333333333,Low Risk,Average,Stable performance,534,231,321,Average Student
female,group D,some college,free/reduced,none,55,71,69,195,65.0,Low Risk,Average,Stable performance,593,336,762,Average Student
female,group C,high school,standard,none,65,69,67,201,67.0,Low Risk,Average,Stable performance,540,307,518,Average Student
male,group D,associate's degree,standard,none,80,63,63,206,68.66666666666667,Low Risk,Average,Stable performance,487,205,177,Average Student
female,group C,some high school,free/reduced,completed,50,60,60,170,56.666666666666664,Moderate Risk,Average,Needs improvement with guidance,776,422,851,Needs Improvement
female,group C,some college,free/reduced,completed,63,73,71,207,69.0,Low Risk,Average,Stable performance,475,276,574,Average Student
female,group B,bachelor's degree,free/reduced,none,77,85,87,249,83.0,Top Performer,Good,Excellent student - can mentor others,140,92,230,High Achiever
male,group C,some college,standard,none,73,74,61,208,69.33333333333333,Low Risk,Average,Stable performance,465,195,321,Average Student
male,group D,associate's degree,standard,completed,81,72,77,230,76.66666666666667,Low Risk,Good,Stable performance,277,116,155,Average Student
female,group C,high school,free/reduced,none,66,76,68,210,70.0,Low Risk,Good,Stable performance,448,264,494,Average Student
male,group D,associate's degree,free/reduced,none,52,57,50,159,53.0,Moderate Risk,Average,Needs improvement with guidance,841,388,822,Needs Improvement
female,group C,some college,standard,none,69,78,76,223,74.33333333333333,Low Risk,Good,Stable performance,333,196,410,Average Student
female,group C,associate's degree,standard,completed,65,84,84,233,77.66666666666667,Low Risk,Good,Stable performance,250,146,518,Average Student
female,group D,high school,standard,completed,69,77,78,224,74.66666666666667,Low Risk,Good,Stable performance,325,191,410,Average Student
female,group B,some college,standard,completed,50,64,66,180,60.0,Moderate Risk,Average,Needs improvement with guidance,708,391,851,Average Student
